1, 176640, Note_on_c, 10, 77, 91
1, 176940, Note_on_c, 1, 77, 0
1, 176940, Note_on_c, 10, 77, 0
1, 177060, Note_on_c, 1, 77, 105
1, 177060, Note_on_c, 10, 77, 91
1, 177360, Note_on_c, 1, 77, 0
1, 177360, Note_on_c, 10, 77, 0
1, 177600, Note_on_c, 1, 72, 105
1, 177600, Note_on_c, 10, 72, 91
1, 177900, Note_on_c, 1, 72, 0
1, 177900, Note_on_c, 10, 72, 0
1, 178020, Note_on_c, 1, 72, 105
1, 178020, Note_on_c, 10, 72, 91
1, 178320, Note_on_c, 1, 72, 0
1, 178320, Note_on_c, 10, 72, 0
1, 178560, Note_on_c, 1, 82, 105
1, 178560, Note_on_c, 10, 82, 91
1, 178860, Note_on_c, 1, 82, 0
1, 178860, Note_on_c, 10, 82, 0
1, 178980, Note_on_c, 1, 82, 105
1, 178980, Note_on_c, 10, 82, 91
1, 179225, Note_on_c, 1, 82, 0
1, 179225, Note_on_c, 10, 82, 0
1, 179520, Note_on_c, 1, 77, 105
1, 179520, Note_on_c, 3, 72, 81
1, 179520, Note_on_c, 10, 77, 91
1, 179640, Note_on_c, 3, 70, 0
1, 179820, Note_on_c, 1, 77, 0
1, 179820, Note_on_c, 10, 77, 0
1, 179940, Note_on_c, 1, 77, 105
1, 179940, Note_on_c, 10, 77, 91
1, 180240, Note_on_c, 1, 77, 0
1, 180240, Note_on_c, 10, 77, 0
1, 180480, Note_on_c, 1, 72, 105
1, 180480, Note_on_c, 10, 72, 91
1, 180780, Note_on_c, 1, 72, 0
1, 180780, Note_on_c, 10, 72, 0
1, 180900, Note_on_c, 1, 72, 105
1, 180900, Note_on_c, 10, 72, 91
1, 181200, Note_on_c, 1, 72, 0
1, 181200, Note_on_c, 10, 72, 0
1, 181440, Note_on_c, 1, 81, 105
1, 181440, Note_on_c, 10, 81, 91
1, 181740, Note_on_c, 1, 81, 0
1, 181740, Note_on_c, 10, 81, 0
1, 181860, Note_on_c, 1, 81, 105
1, 181860, Note_on_c, 10, 81, 91
1, 182105, Note_on_c, 1, 81, 0
1, 182105, Note_on_c, 10, 81, 0
1, 182160, Note_on_c, 2, 46, 0
1, 182220, Note_on_c, 12, 46, 0
1, 182400, Note_on_c, 1, 77, 105
1, 182400, Note_on_c, 2, 48, 86
1, 182400, Note_on_c, 10, 77, 91
1, 182400, Note_on_c, 12, 48, 102
1, 182700, Note_on_c, 1, 77, 0
1, 182700, Note_on_c, 10, 77, 0
1, 182820, Note_on_c, 1, 77, 105
1, 182820, Note_on_c, 10, 77, 91
1, 183120, Note_on_c, 1, 77, 0
1, 183120, Note_on_c, 10, 77, 0
1, 183300, Note_on_c, 3, 72, 0
1, 183360, Note_on_c, 1, 72, 105
1, 183360, Note_on_c, 3, 69, 64
1, 183360, Note_on_c, 10, 72, 91
1, 183660, Note_on_c, 1, 72, 0
1, 183660, Note_on_c, 10, 72, 0
1, 183780, Note_on_c, 1, 72, 105
1, 183780, Note_on_c, 10, 72, 91
1, 184080, Note_on_c, 1, 72, 0
1, 184080, Note_on_c, 10, 72, 0
1, 184140, Note_on_c, 12, 48, 0
1, 184320, Note_on_c, 1, 81, 105
1, 184320, Note_on_c, 2, 36, 86
1, 184320, Note_on_c, 2, 48, 0
1, 184320, Note_on_c, 10, 81, 91
1, 184320, Note_on_c, 12, 36, 102
1, 184620, Note_on_c, 1, 81, 0
1, 184620, Note_on_c, 10, 81, 0
1, 184740, Note_on_c, 1, 81, 105
1, 184740, Note_on_c, 10, 81, 91
1, 184985, Note_on_c, 1, 81, 0
1, 184985, Note_on_c, 10, 81, 0
1, 185280, Note_on_c, 1, 77, 105
1, 185280, Note_on_c, 3, 65, 64
1, 185280, Note_on_c, 3, 69, 0
1, 185280, Note_on_c, 10, 77, 91
1, 185580, Note_on_c, 1, 77, 0
1, 185580, Note_on_c, 10, 77, 0
1, 185700, Note_on_c, 1, 77, 105
1, 185700, Note_on_c, 10, 77, 91
1, 186000, Note_on_c, 1, 77, 0
1, 186000, Note_on_c, 10, 77, 0
1, 186240, Note_on_c, 1, 72, 105
1, 186240, Note_on_c, 10, 72, 91
1, 186480, Note_on_c, 3, 65, 0
1, 186540, Note_on_c, 1, 72, 0
1, 186540, Note_on_c, 3, 72, 64
1, 186540, Note_on_c, 10, 72, 0
1, 186660, Note_on_c, 1, 72, 105
1, 186660, Note_on_c, 10, 72, 91
1, 186840, Control_c, 4, 100, 0
1, 186840, Control_c, 4, 101, 0
1, 186840, Control_c, 4, 6, 24
1, 186840, Control_c, 13, 100, 0
1, 186840, Control_c, 13, 101, 0
1, 186840, Control_c, 13, 6, 24
1, 186900, Control_c, 4, 100, 127
1, 186900, Control_c, 4, 101, 127
1, 186900, Control_c, 13, 100, 127
1, 186900, Control_c, 13, 101, 127
1, 186960, Note_on_c, 1, 72, 0
1, 186960, Note_on_c, 10, 72, 0
1, 186980, Pitch_bend_c, 4, 8192
1, 186980, Pitch_bend_c, 13, 8192
1, 187100, Control_c, 4, 11, 42
1, 187100, Control_c, 13, 11, 42
1, 187200, Note_on_c, 1, 81, 105
1, 187200, Pitch_bend_c, 4, 8192
1, 187200, Note_on_c, 4, 48, 120
1, 187200, Note_on_c, 10, 81, 91
1, 187200, Pitch_bend_c, 13, 8192
1, 187200, Note_on_c, 13, 48, 120
1, 187320, Control_c, 4, 11, 45
1, 187320, Pitch_bend_c, 4, 8342
1, 187320, Control_c, 13, 11, 45
1, 187320, Pitch_bend_c, 13, 8342
1, 187440, Pitch_bend_c, 4, 8492
1, 187440, Pitch_bend_c, 13, 8492
1, 187500, Note_on_c, 1, 81, 0
1, 187500, Note_on_c, 10, 81, 0
1, 187560, Control_c, 4, 11, 48
1, 187560, Pitch_bend_c, 4, 8642
1, 187560, Control_c, 13, 11, 48
1, 187560, Pitch_bend_c, 13, 8642
1, 187620, Note_on_c, 1, 81, 105
1, 187620, Note_on_c, 10, 81, 91
1, 187680, Pitch_bend_c, 4, 8792
1, 187680, Pitch_bend_c, 13, 8792
1, 187800, Control_c, 4, 11, 51
1, 187800, Pitch_bend_c, 4, 8942
1, 187800, Control_c, 13, 11, 51
1, 187800, Pitch_bend_c, 13, 8942
1, 187865, Note_on_c, 1, 81, 0
1, 187865, Note_on_c, 10, 81, 0
1, 187920, Pitch_bend_c, 4, 9092
1, 187920, Pitch_bend_c, 13, 9092
1, 188040, Control_c, 4, 11, 55
1, 188040, Pitch_bend_c, 4, 9242
1, 188040, Control_c, 13, 11, 55
1, 188040, Pitch_bend_c, 13, 9242
1, 188160, Note_on_c, 1, 77, 105
1, 188160, Pitch_bend_c, 4, 9392
1, 188160, Note_on_c, 10, 77, 91
1, 188160, Pitch_bend_c, 13, 9392
1, 188280, Control_c, 4, 11, 58
1, 188280, Pitch_bend_c, 4, 9542
1, 188280, Control_c, 13, 11, 58
1, 188280, Pitch_bend_c, 13, 9542
1, 188400, Pitch_bend_c, 4, 9692
1, 188400, Pitch_bend_c, 13, 9692
1, 188460, Note_on_c, 1, 77, 0
1, 188460, Note_on_c, 10, 77, 0
1, 188520, Control_c, 4, 11, 61
1, 188520, Pitch_bend_c, 4, 9842
1, 188520, Control_c, 13, 11, 61
1, 188520, Pitch_bend_c, 13, 9842
1, 188580, Note_on_c, 1, 77, 105
1, 188580, Note_on_c, 10, 77, 91
1, 188640, Pitch_bend_c, 4, 9992
1, 188640, Pitch_bend_c, 13, 9992
1, 188760, Control_c, 4, 11, 64
1, 188760, Pitch_bend_c, 4, 10142
1, 188760, Control_c, 13, 11, 64
1, 188760, Pitch_bend_c, 13, 10142
1, 188880, Note_on_c, 1, 77, 0
1, 188880, Pitch_bend_c, 4, 10292
1, 188880, Note_on_c, 10, 77, 0
1, 188880, Pitch_bend_c, 13, 10292
1, 189000, Note_on_c, 3, 72, 0
1, 189000, Control_c, 4, 11, 67
1, 189000, Pitch_bend_c, 4, 10442
1, 189000, Control_c, 13, 11, 67
1, 189000, Pitch_bend_c, 13, 10442
1, 189120, Note_on_c, 1, 72, 105
1, 189120, Note_on_c, 3, 77, 81
1, 189120, Pitch_bend_c, 4, 10592
1, 189120, Note_on_c, 10, 72, 91
1, 189120, Pitch_bend_c, 13, 10592
1, 189240, Control_c, 4, 11, 70
1, 189240, Pitch_bend_c, 4, 10742
1, 189240, Control_c, 13, 11, 70
1, 189240, Pitch_bend_c, 13, 10742
1, 189360, Pitch_bend_c, 4, 10892
1, 189360, Pitch_bend_c, 13, 10892
1, 189420, Note_on_c, 1, 72, 0
1, 189420, Note_on_c, 10, 72, 0
1, 189480, Control_c, 4, 11, 74
1, 189480, Pitch_bend_c, 4, 11042
1, 189480, Control_c, 13, 11, 74
1, 189480, Pitch_bend_c, 13, 11042
1, 189540, Note_on_c, 1, 72, 105
1, 189540, Note_on_c, 10, 72, 91
1, 189600, Pitch_bend_c, 4, 11192
1, 189600, Pitch_bend_c, 13, 11192
1, 189720, Control_c, 4, 11, 77
1, 189720, Pitch_bend_c, 4, 11342
1, 189720, Control_c, 13, 11, 77
1, 189720, Pitch_bend_c, 13, 11342
1, 189840, Note_on_c, 1, 72, 0
1, 189840, Pitch_bend_c, 4, 11492
1, 189840, Note_on_c, 10, 72, 0
1, 189840, Pitch_bend_c, 13, 11492
1, 189960, Control_c, 4, 11, 80
1, 189960, Pitch_bend_c, 4, 11642
1, 189960, Control_c, 13, 11, 80
1, 189960, Pitch_bend_c, 13, 11642
1, 190080, Note_on_c, 1, 81, 105
1, 190080, Pitch_bend_c, 4, 11792
1, 190080, Note_on_c, 10, 81, 91
1, 190080, Pitch_bend_c, 13, 11792
1, 190200, Control_c, 4, 11, 83
1, 190200, Pitch_bend_c, 4, 11942
1, 190200, Control_c, 13, 11, 83
1, 190200, Pitch_bend_c, 13, 11942
1, 190320, Pitch_bend_c, 4, 12092
1, 190320, Pitch_bend_c, 13, 12092
1, 190380, Note_on_c, 1, 81, 0
1, 190380, Note_on_c, 10, 81, 0
1, 190440, Control_c, 4, 11, 86
1, 190440, Pitch_bend_c, 4, 12242
1, 190440, Control_c, 13, 11, 86
1, 190440, Pitch_bend_c, 13, 12242
1, 190500, Note_on_c, 1, 81, 105
1, 190500, Note_on_c, 10, 81, 91
1, 190560, Pitch_bend_c, 4, 12392
1, 190560, Pitch_bend_c, 13, 12392
1, 190680, Control_c, 4, 11, 89
1, 190680, Pitch_bend_c, 4, 12542
1, 190680, Control_c, 13, 11, 89
1, 190680, Pitch_bend_c, 13, 12542
1, 190745, Note_on_c, 1, 81, 0
1, 190745, Note_on_c, 10, 81, 0
1, 190800, Pitch_bend_c, 4, 12692
1, 190800, Pitch_bend_c, 13, 12692
1, 190920, Control_c, 4, 11, 93
1, 190920, Pitch_bend_c, 4, 12842
1, 190920, Control_c, 13, 11, 93
1, 190920, Pitch_bend_c, 13, 12842
1, 191040, Note_on_c, 1, 77, 105
1, 191040, Pitch_bend_c, 4, 12992
1, 191040, Note_on_c, 10, 77, 91
1, 191040, Pitch_bend_c, 13, 12992
1, 191160, Control_c, 4, 11, 96
1, 191160, Pitch_bend_c, 4, 13142
1, 191160, Control_c, 13, 11, 96
1, 191160, Pitch_bend_c, 13, 13142
1, 191280, Pitch_bend_c, 4, 13292
1, 191280, Pitch_bend_c, 13, 13292
1, 191340, Note_on_c, 1, 77, 0
1, 191340, Note_on_c, 10, 77, 0
1, 191400, Control_c, 4, 11, 99
1, 191400, Pitch_bend_c, 4, 13442
1, 191400, Control_c, 13, 11, 99
1, 191400, Pitch_bend_c, 13, 13442
1, 191460, Note_on_c, 1, 77, 105
1, 191460, Note_on_c, 10, 77, 91
1, 191520, Pitch_bend_c, 4, 13592
1, 191520, Pitch_bend_c, 13, 13592
1, 191640, Control_c, 4, 11, 102
1, 191640, Pitch_bend_c, 4, 13742
1, 191640, Control_c, 13, 11, 102
1, 191640, Pitch_bend_c, 13, 13742
1, 191760, Note_on_c, 1, 77, 0
1, 191760, Pitch_bend_c, 4, 13892
1, 191760, Note_on_c, 10, 77, 0
1, 191760, Pitch_bend_c, 13, 13892
1, 191880, Control_c, 4, 11, 105
1, 191880, Pitch_bend_c, 4, 14042
1, 191880, Control_c, 13, 11, 105
1, 191880, Pitch_bend_c, 13, 14042
1, 192000, Note_on_c, 1, 72, 105
1, 192000, Pitch_bend_c, 4, 14192
1, 192000, Note_on_c, 10, 72, 91
1, 192000, Pitch_bend_c, 13, 14192
1, 192120, Pitch_bend_c, 4, 14342
1, 192120, Control_c, 4, 11, 109
1, 192120, Pitch_bend_c, 13, 14342
1, 192120, Control_c, 13, 11, 109
1, 192240, Pitch_bend_c, 4, 14492
1, 192240, Pitch_bend_c, 13, 14492
1, 192300, Note_on_c, 1, 72, 0
1, 192300, Note_on_c, 10, 72, 0
1, 192360, Pitch_bend_c, 4, 14642
1, 192360, Control_c, 4, 11, 112
1, 192360, Pitch_bend_c, 13, 14642
1, 192360, Control_c, 13, 11, 112
1, 192420, Note_on_c, 1, 72, 105
1, 192420, Note_on_c, 10, 72, 91
1, 192480, Pitch_bend_c, 4, 14792
1, 192480, Pitch_bend_c, 13, 14792
1, 192600, Pitch_bend_c, 4, 14942
1, 192600, Control_c, 4, 11, 115
1, 192600, Pitch_bend_c, 13, 14942
1, 192600, Control_c, 13, 11, 115
1, 192720, Note_on_c, 1, 72, 0
1, 192720, Note_on_c, 2, 36, 0
1, 192720, Pitch_bend_c, 4, 15092
1, 192720, Note_on_c, 10, 72, 0
1, 192720, Pitch_bend_c, 13, 15092
1, 192780, Note_on_c, 12, 36, 0
1, 192840, Pitch_bend_c, 4, 15242
1, 192840, Control_c, 4, 11, 118
1, 192840, Pitch_bend_c, 13, 15242
1, 192840, Control_c, 13, 11, 118
1, 192960, Note_on_c, 1, 84, 105
1, 192960, Note_on_c, 2, 43, 86
1, 192960, Pitch_bend_c, 4, 15392
1, 192960, Note_on_c, 10, 84, 91
1, 192960, Control_c, 12, 11, 116
1, 192960, Note_on_c, 12, 43, 102
1, 192960, Pitch_bend_c, 13, 15392
1, 193080, Pitch_bend_c, 4, 15542
1, 193080, Control_c, 4, 11, 121
1, 193080, Pitch_bend_c, 13, 15542
1, 193080, Control_c, 13, 11, 121
1, 193200, Pitch_bend_c, 4, 15692
1, 193200, Pitch_bend_c, 13, 15692
1, 193260, Note_on_c, 1, 84, 0
1, 193260, Note_on_c, 10, 84, 0
1, 193320, Pitch_bend_c, 4, 15842
1, 193320, Control_c, 4, 11, 124
1, 193320, Pitch_bend_c, 13, 15842
1, 193320, Control_c, 13, 11, 124
1, 193380, Note_on_c, 1, 84, 105
1, 193380, Note_on_c, 10, 84, 91
1, 193440, Pitch_bend_c, 4, 15992
1, 193440, Pitch_bend_c, 13, 15992
1, 193560, Pitch_bend_c, 4, 16142
1, 193560, Control_c, 4, 11, 127
1, 193560, Pitch_bend_c, 13, 16142
1, 193560, Control_c, 13, 11, 127
1, 193625, Note_on_c, 1, 84, 0
1, 193625, Note_on_c, 10, 84, 0
1, 193680, Pitch_bend_c, 4, 16383
1, 193680, Pitch_bend_c, 13, 16383
1, 193920, Note_on_c, 1, 79, 105
1, 193920, Note_on_c, 3, 76, 81
1, 193920, Note_on_c, 3, 77, 0
1, 193920, Note_on_c, 10, 79, 91
1, 194220, Note_on_c, 1, 79, 0
1, 194220, Note_on_c, 10, 79, 0
1, 194340, Note_on_c, 1, 79, 105
1, 194340, Note_on_c, 10, 79, 91
1, 194640, Note_on_c, 1, 79, 0
1, 194640, Note_on_c, 10, 79, 0
1, 194760, Note_on_c, 2, 43, 0
1, 194760, Note_on_c, 12, 43, 0
1, 194880, Note_on_c, 1, 72, 105
1, 194880, Note_on_c, 2, 48, 86
1, 194880, Note_on_c, 3, 77, 81
1, 194880, Note_on_c, 3, 76, 0
1, 194880, Note_on_c, 10, 72, 91
1, 194880, Note_on_c, 12, 48, 102
1, 195180, Note_on_c, 1, 72, 0
1, 195180, Note_on_c, 10, 72, 0
1, 195300, Note_on_c, 1, 72, 105
1, 195300, Note_on_c, 10, 72, 91
1, 195600, Note_on_c, 1, 72, 0
1, 195600, Note_on_c, 10, 72, 0
1, 195840, Note_on_c, 1, 84, 105
1, 195840, Note_on_c, 3, 79, 81
1, 195840, Note_on_c, 3, 77, 0
1, 195840, Note_on_c, 10, 84, 91
1, 196140, Note_on_c, 1, 84, 0
1, 196140, Note_on_c, 10, 84, 0
1, 196260, Note_on_c, 1, 84, 105
1, 196260, Note_on_c, 10, 84, 91
1, 196505, Note_on_c, 1, 84, 0
1, 196505, Note_on_c, 10, 84, 0
1, 196800, Note_on_c, 1, 79, 105
1, 196800, Note_on_c, 10, 79, 91
1, 197100, Note_on_c, 1, 79, 0
1, 197100, Note_on_c, 10, 79, 0
1, 197220, Note_on_c, 1, 79, 105
1, 197220, Note_on_c, 10, 79, 91
1, 197520, Note_on_c, 1, 79, 0
1, 197520, Note_on_c, 10, 79, 0
1, 197760, Note_on_c, 1, 72, 105
1, 197760, Note_on_c, 3, 72, 81
1, 197760, Note_on_c, 3, 79, 0
1, 197760, Note_on_c, 10, 72, 91
1, 198060, Note_on_c, 1, 72, 0
1, 198060, Note_on_c, 10, 72, 0
1, 198180, Note_on_c, 1, 72, 105
1, 198180, Note_on_c, 10, 72, 91
1, 198480, Note_on_c, 1, 72, 0
1, 198480, Note_on_c, 10, 72, 0
1, 198720, Note_on_c, 1, 84, 105
1, 198720, Note_on_c, 3, 67, 81
1, 198720, Note_on_c, 3, 72, 0
1, 198720, Note_on_c, 10, 84, 91
1, 199020, Note_on_c, 1, 84, 0
1, 199020, Note_on_c, 10, 84, 0
1, 199140, Note_on_c, 1, 84, 105
1, 199140, Note_on_c, 10, 84, 91
1, 199385, Note_on_c, 1, 84, 0
1, 199385, Note_on_c, 10, 84, 0
1, 199500, Note_on_c, 2, 48, 0
1, 199500, Note_on_c, 12, 48, 0
1, 199680, Note_on_c, 1, 79, 105
1, 199680, Note_on_c, 2, 52, 75
1, 199680, Note_on_c, 3, 76, 81
1, 199680, Note_on_c, 3, 67, 0
1, 199680, Note_on_c, 10, 79, 91
1, 199680, Note_on_c, 12, 52, 91
1, 199980, Note_on_c, 1, 79, 0
1, 199980, Note_on_c, 10, 79, 0
1, 200100, Note_on_c, 1, 79, 105
1, 200100, Note_on_c, 10, 79, 91
1, 200400, Note_on_c, 1, 79, 0
1, 200400, Note_on_c, 10, 79, 0
1, 200460, Note_on_c, 12, 52, 0
1, 200520, Note_on_c, 2, 52, 0
1, 200640, Note_on_c, 1, 72, 105
1, 200640, Note_on_c, 2, 50, 75
1, 200640, Note_on_c, 3, 74, 81
1, 200640, Note_on_c, 3, 76, 0
1, 200640, Note_on_c, 10, 72, 91
1, 200640, Note_on_c, 12, 50, 91
1, 200940, Note_on_c, 1, 72, 0
1, 200940, Note_on_c, 10, 72, 0
1, 201060, Note_on_c, 1, 72, 105
1, 201060, Note_on_c, 10, 72, 91
1, 201360, Note_on_c, 1, 72, 0
1, 201360, Note_on_c, 10, 72, 0
1, 201480, Note_on_c, 12, 50, 0
1, 201600, Note_on_c, 1, 84, 105
1, 201600, Note_on_c, 2, 52, 75
1, 201600, Note_on_c, 2, 50, 0
1, 201600, Note_on_c, 3, 76, 81
1, 201600, Note_on_c, 3, 74, 0
1, 201600, Note_on_c, 10, 84, 91
1, 201600, Note_on_c, 12, 52, 91
1, 201900, Note_on_c, 1, 84, 0
1, 201900, Note_on_c, 10, 84, 0
1, 202020, Note_on_c, 1, 84, 105
1, 202020, Note_on_c, 10, 84, 91
1, 202265, Note_on_c, 1, 84, 0
1, 202265, Note_on_c, 10, 84, 0
1, 202560, Note_on_c, 1, 79, 105
1, 202560, Note_on_c, 10, 79, 91
1, 202860, Note_on_c, 1, 79, 0
1, 202860, Note_on_c, 10, 79, 0
1, 202980, Note_on_c, 1, 79, 105
1, 202980, Note_on_c, 10, 79, 91
1, 203280, Note_on_c, 1, 79, 0
1, 203280, Note_on_c, 10, 79, 0
1, 203520, Note_on_c, 1, 72, 105
1, 203520, Note_on_c, 10, 72, 91
1, 203620, Control_c, 4, 11, 116
1, 203620, Control_c, 13, 11, 116
1, 203700, Control_c, 4, 11, 105
1, 203700, Control_c, 13, 11, 105
1, 203780, Control_c, 4, 11, 95
1, 203780, Control_c, 13, 11, 95
1, 203820, Note_on_c, 1, 72, 0
1, 203820, Note_on_c, 10, 72, 0
1, 203860, Control_c, 4, 11, 84
1, 203860, Control_c, 13, 11, 84
1, 203940, Note_on_c, 1, 72, 105
1, 203940, Control_c, 4, 11, 74
1, 203940, Note_on_c, 10, 72, 91
1, 203940, Control_c, 13, 11, 74
1, 204020, Control_c, 4, 11, 63
1, 204020, Control_c, 13, 11, 63
1, 204100, Control_c, 4, 11, 52
1, 204100, Control_c, 13, 11, 52
1, 204180, Control_c, 4, 11, 42
1, 204180, Control_c, 13, 11, 42
1, 204240, Note_on_c, 1, 72, 0
1, 204240, Note_on_c, 4, 48, 0
1, 204240, Note_on_c, 10, 72, 0
1, 204240, Note_on_c, 13, 48, 0
1, 204265, Control_c, 4, 11, 31
1, 204265, Control_c, 13, 11, 31
1, 204300, Note_on_c, 2, 52, 0
1, 204320, Control_c, 4, 100, 0
1, 204320, Control_c, 4, 101, 0
1, 204320, Control_c, 4, 6, 12
1, 204320, Control_c, 13, 100, 0
1, 204320, Control_c, 13, 101, 0
1, 204320, Control_c, 13, 6, 12
1, 204360, Note_on_c, 12, 52, 0
1, 204380, Control_c, 4, 100, 127
1, 204380, Control_c, 4, 101, 127
1, 204380, Control_c, 13, 100, 127
1, 204380, Control_c, 13, 101, 127
1, 204440, Control_c, 4, 11, 31
1, 204440, Control_c, 13, 11, 31
1, 204480, Note_on_c, 1, 84, 105
1, 204480, Pitch_bend_c, 4, 8192
1, 204480, Note_on_c, 4, 60, 120
1, 204480, Note_on_c, 10, 84, 91
1, 204480, Pitch_bend_c, 13, 8192
1, 204480, Note_on_c, 13, 60, 120
1, 204540, Note_on_c, 2, 53, 81
1, 204540, Control_c, 4, 11, 37
1, 204540, Control_c, 13, 11, 37
1, 204600, Control_c, 4, 11, 42
1, 204600, Pitch_bend_c, 4, 8342
1, 204600, Note_on_c, 12, 53, 96
1, 204600, Control_c, 13, 11, 42
1, 204600, Pitch_bend_c, 13, 8342
1, 204720, Pitch_bend_c, 4, 8492
1, 204720, Control_c, 4, 11, 45
1, 204720, Pitch_bend_c, 13, 8492
1, 204720, Control_c, 13, 11, 45
1, 204780, Note_on_c, 1, 84, 0
1, 204780, Note_on_c, 10, 84, 0
1, 204840, Control_c, 4, 11, 48
1, 204840, Pitch_bend_c, 4, 8642
1, 204840, Control_c, 13, 11, 48
1, 204840, Pitch_bend_c, 13, 8642
1, 204900, Note_on_c, 1, 84, 105
1, 204900, Note_on_c, 10, 84, 91
1, 204960, Pitch_bend_c, 4, 8792
1, 204960, Pitch_bend_c, 13, 8792
1, 205080, Control_c, 4, 11, 51
1, 205080, Pitch_bend_c, 4, 8942
1, 205080, Control_c, 13, 11, 51
1, 205080, Pitch_bend_c, 13, 8942
1, 205145, Note_on_c, 1, 84, 0
1, 205145, Note_on_c, 10, 84, 0
1, 205200, Pitch_bend_c, 4, 9092
1, 205200, Pitch_bend_c, 13, 9092
1, 205320, Control_c, 4, 11, 55
1, 205320, Pitch_bend_c, 4, 9242
1, 205320, Control_c, 13, 11, 55
1, 205320, Pitch_bend_c, 13, 9242
1, 205440, Note_on_c, 1, 77, 105
1, 205440, Pitch_bend_c, 4, 9392
1, 205440, Note_on_c, 10, 77, 91
1, 205440, Pitch_bend_c, 13, 9392
1, 205560, Control_c, 4, 11, 58
1, 205560, Pitch_bend_c, 4, 9542
1, 205560, Control_c, 13, 11, 58
1, 205560, Pitch_bend_c, 13, 9542
1, 205680, Pitch_bend_c, 4, 9692
1, 205680, Pitch_bend_c, 13, 9692
1, 205740, Note_on_c, 1, 77, 0
1, 205740, Note_on_c, 10, 77, 0
1, 205800, Control_c, 4, 11, 61
1, 205800, Pitch_bend_c, 4, 9842
1, 205800, Control_c, 13, 11, 61
1, 205800, Pitch_bend_c, 13, 9842
1, 205860, Note_on_c, 1, 77, 105
1, 205860, Note_on_c, 10, 77, 91
1, 205920, Pitch_bend_c, 4, 9992
1, 205920, Pitch_bend_c, 13, 9992
1, 206040, Control_c, 4, 11, 64
1, 206040, Pitch_bend_c, 4, 10142
1, 206040, Control_c, 13, 11, 64
1, 206040, Pitch_bend_c, 13, 10142
1, 206160, Note_on_c, 1, 77, 0
1, 206160, Pitch_bend_c, 4, 10292
1, 206160, Note_on_c, 10, 77, 0
1, 206160, Pitch_bend_c, 13, 10292
1, 206280, Control_c, 4, 11, 67
1, 206280, Pitch_bend_c, 4, 10442
1, 206280, Note_on_c, 12, 53, 0
1, 206280, Control_c, 13, 11, 67
1, 206280, Pitch_bend_c, 13, 10442
1, 206340, Note_on_c, 2, 53, 0
1, 206400, Note_on_c, 1, 72, 105
1, 206400, Note_on_c, 2, 41, 86
1, 206400, Note_on_c, 3, 77, 81
1, 206400, Note_on_c, 3, 76, 0
1, 206400, Pitch_bend_c, 4, 10592
1, 206400, Note_on_c, 10, 72, 91
1, 206400, Note_on_c, 12, 41, 102
1, 206400, Pitch_bend_c, 13, 10592
1, 206520, Control_c, 4, 11, 70
1, 206520, Pitch_bend_c, 4, 10742
1, 206520, Control_c, 13, 11, 70
1, 206520, Pitch_bend_c, 13, 10742
1, 206640, Pitch_bend_c, 4, 10892
1, 206640, Pitch_bend_c, 13, 10892
1, 206700, Note_on_c, 1, 72, 0
1, 206700, Note_on_c, 10, 72, 0
1, 206760, Control_c, 4, 11, 74
1, 206760, Pitch_bend_c, 4, 11042
1, 206760, Control_c, 13, 11, 74
1, 206760, Pitch_bend_c, 13, 11042
1, 206820, Note_on_c, 1, 72, 105
1, 206820, Note_on_c, 10, 72, 91
1, 206880, Pitch_bend_c, 4, 11192
1, 206880, Pitch_bend_c, 13, 11192
1, 207000, Control_c, 4, 11, 77
1, 207000, Pitch_bend_c, 4, 11342
1, 207000, Control_c, 13, 11, 77
1, 207000, Pitch_bend_c, 13, 11342
1, 207120, Note_on_c, 1, 72, 0
1, 207120, Pitch_bend_c, 4, 11492
1, 207120, Note_on_c, 10, 72, 0
1, 207120, Pitch_bend_c, 13, 11492
1, 207240, Control_c, 4, 11, 80
1, 207240, Pitch_bend_c, 4, 11642
1, 207240, Control_c, 13, 11, 80
1, 207240, Pitch_bend_c, 13, 11642
1, 207360, Note_on_c, 1, 84, 105
1, 207360, Pitch_bend_c, 4, 11792
1, 207360, Note_on_c, 10, 84, 91
1, 207360, Pitch_bend_c, 13, 11792
1, 207480, Control_c, 4, 11, 83
1, 207480, Pitch_bend_c, 4, 11942
1, 207480, Control_c, 13, 11, 83
1, 207480, Pitch_bend_c, 13, 11942
1, 207600, Pitch_bend_c, 4, 12092
1, 207600, Pitch_bend_c, 13, 12092
1, 207660, Note_on_c, 1, 84, 0
1, 207660, Note_on_c, 10, 84, 0
1, 207720, Control_c, 4, 11, 86
1, 207720, Pitch_bend_c, 4, 12242
1, 207720, Control_c, 13, 11, 86
1, 207720, Pitch_bend_c, 13, 12242
1, 207780, Note_on_c, 1, 84, 105
1, 207780, Note_on_c, 10, 84, 91
1, 207840, Pitch_bend_c, 4, 12392
1, 207840, Pitch_bend_c, 13, 12392
1, 207960, Control_c, 4, 11, 89
1, 207960, Pitch_bend_c, 4, 12542
1, 207960, Control_c, 13, 11, 89
1, 207960, Pitch_bend_c, 13, 12542
1, 208025, Note_on_c, 1, 84, 0
1, 208025, Note_on_c, 10, 84, 0
1, 208080, Pitch_bend_c, 4, 12692
1, 208080, Pitch_bend_c, 13, 12692
1, 208200, Control_c, 4, 11, 93
1, 208200, Pitch_bend_c, 4, 12842
